osm_id,highway,intersecti,turn,access,change,junction,surface,oneway,maxspeed,distance,angle,latitude,longitude,ID,Name,area_index
322839531,secondary,,,,,,asphalt,,,200,106.5307369,22.28447501,114.1422225,161,"Central And Western
",1
26305050,tertiary,,,,,,asphalt,yes,,0,303.670075,22.2839774,114.1586958,162,"Central And Western
",1
26450330,tertiary,,,,,,asphalt,yes,,50,27.74837301,22.28095595,114.1532619,163,"Central And Western
",1
326487415,trunk,,,,,,asphalt,yes,80,50,67.04294532,22.28832754,114.1385559,164,"Central And Western
",1
23212180,residential,,,,,,asphalt,,,150,96.14985308,22.27144453,114.1503764,165,"Central And Western
",1
26321367,tertiary,,,,,,asphalt,yes,,200,81.06980959,22.28217368,114.1493153,166,"Central And Western
",1
737551136,tertiary,,,,,,asphalt,yes,,0,301.4443775,22.2804009,114.1626637,167,"Central And Western
",1
644444444,secondary,,,,,,asphalt,yes,50,200,300.5868171,22.28423391,114.1596967,168,"Central And Western
",1
16281873,secondary,,,,,,asphalt,yes,,50,148.647872,22.27931987,114.1630126,169,"Central And Western
",1
899616101,tertiary,,,,,,asphalt,,,50,209.4704933,22.27562116,114.129272,170,"Central And Western
",1
319674133,secondary,,,,,,asphalt,yes,,0,104.2334801,22.2869863,114.1504941,171,"Central And Western
",1
25583746,residential,,,,,,asphalt,,,250,168.3583247,22.28010681,114.1382361,172,"Central And Western
",1
31854039,tertiary,,,,,,asphalt,,,50,305.5045098,22.28168846,114.1470756,173,"Central And Western
",1
249578248,secondary,,,,,,asphalt,yes,,0,224.4711902,22.2786412,114.1616806,174,"Central And Western
",1
43550157,unclassified,,,,,,asphalt,,,300,221.5775001,22.2670027,114.1623212,175,"Central And Western
",1
88695241,tertiary,,,,,,asphalt,yes,,50,105.7132751,22.28067843,114.1598,176,"Central And Western
",1
288198074,motorway,,,,,,asphalt,yes,80,50,124.0495179,22.28621696,114.1590312,177,"Central And Western
",1
245435908,unclassified,,,,,,asphalt,,,150,202.62364,22.26594077,114.1613752,178,"Central And Western
",1
148784033,unclassified,,,,,,asphalt,,,500,165.7178683,22.27500071,114.1624615,179,"Central And Western
",1
771004859,motorway_link,,,,,,asphalt,yes,,0,271.7438624,22.2887141,114.1437417,180,"Central And Western
",1
284647186,secondary,,,,,,asphalt,yes,,50,256.2412349,22.27767969,114.1603095,181,"Central And Western
",1
93460693,primary,,,,,,asphalt,yes,,0,144.2167442,22.2841353,114.1293153,182,"Central And Western
",1
89141502,unclassified,,,,,,asphalt,yes,,50,104.5827153,22.28764066,114.1534496,183,"Central And Western
",1
30343323,motorway,,,,,,asphalt,yes,80,1550,220.7116846,22.29130711,114.1476305,184,"Central And Western
",1
89595499,residential,,,,,,concrete,yes,,300,91.98149394,22.28564118,114.1426594,185,"Central And Western
",1
776193976,tertiary,,,,,,asphalt,,,200,114.8904224,22.28031352,114.1493066,186,"Central And Western
",1
263363092,secondary,,,,,,concrete,yes,,50,106.1918628,22.28159511,114.1594103,187,"Central And Western
",1
84721657,secondary,,,,,,concrete,yes,,50,260.9533165,22.2823125,114.1264422,188,"Central And Western
",1
89595507,tertiary,,,,,,asphalt,,,50,136.7210872,22.28564081,114.13109,189,"Central And Western
",1
156335564,tertiary,,,,,,,,,200,57.11858365,22.25996007,114.1492283,190,"Central And Western
",1
266507730,primary,,,,,,asphalt,yes,50,0,307.3783861,22.2799241,114.1649121,191,"Central And Western
",1
89682538,secondary,,,,,,asphalt,yes,,150,73.94792253,22.28798842,114.1407102,192,"Central And Western
",1
312192559,secondary,,,,,,asphalt,yes,,150,228.8419495,22.28327333,114.1301644,193,"Central And Western
",1
26409232,residential,,,,,,asphalt,yes,,100,104.5103181,22.28536271,114.1350232,194,"Central And Western
",1
832192998,primary,,,,,,asphalt,no,,50,19.92244386,22.28278689,114.1325457,195,"Central And Western
",1
681882531,primary,,,,,,asphalt,yes,50,50,13.96240945,22.28593613,114.1351703,196,"Central And Western
",1
854167497,secondary,,,,,,asphalt,yes,50,0,273.6928111,22.2822178,114.1670286,197,"Central And Western
",1
880122237,secondary,,,,,,asphalt,,,50,323.0907883,22.27354209,114.1189108,198,"Central And Western
",1
437408674,trunk,,,,,,asphalt,yes,80,50,275.9724918,22.28849349,114.14736,199,"Central And Western
",1
156335588,residential,,,,,,asphalt,,,300,72.69115703,22.27035774,114.1562289,200,"Central And Western
",1
758535256,unclassified,,,,,,asphalt,yes,,50,165.221986,22.28758854,114.1352652,201,"Central And Western
",1
863275798,motorway,,,,,,asphalt,yes,80,0,261.183465,22.2870223,114.1551001,202,"Central And Western
",1
898471113,primary,,,,,,asphalt,no,50,0,29.52560806,22.2837483,114.1366383,203,"Central And Western
",1
453431581,tertiary,,,,,,asphalt,yes,,0,192.9017777,22.2800938,114.1665435,204,"Central And Western
",1
