FID,wall,building,sky,tree,road,sidewalk,earth,mountain,car,streetlight,grass,person,plant,fence,railing,bridge,signboard,van,windowpane,column,awning,bicycle,ashcan,pier,ceiling,water,minibike,chair,lake
2075,0.000176,0.019684,0.167656,0.395398,0.249719,0.054961,0.051125,0.0,0.002328,0.00109,0.023461000000000003,0.0,0.009590000000000001,0.005414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008891,0.0,0.0,0.0,0.0,0.0,0.0
2076,0.0072299999999999994,0.053055,0.34544899999999995,0.170168,0.306164,0.019086000000000002,0.011332,2e-05,0.031266,0.0,0.005488,0.0,0.020125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,0.001426,0.032148,0.34030900000000003,0.179742,0.285457,0.000637,0.005848,0.0,0.078176,0.004984000000000001,0.015590000000000001,0.0,0.015477000000000001,0.031742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,0.024262,0.022305000000000002,0.23098400000000002,0.312148,0.316328,0.015797,0.000145,0.0,0.042785000000000004,0.0,0.015895,0.0,0.0,0.015527000000000001,4.7e-05,0.0,0.0,0.003102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,0.001539,0.029898,0.213281,0.22423,0.412613,0.011098,0.039594,0.0,0.002254,0.0,0.013812,0.0,0.01907,4e-06,0.0,0.0,0.000926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,0.013253999999999998,0.133914,0.42707,0.278031,0.0,0.07069500000000001,0.0,0.0,0.0,0.068117,0.0,0.0,0.0,0.0,0.0,0.004824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,0.001277,0.0,0.131945,0.174555,0.155156,0.000227,0.069316,0.0,0.0,0.0,0.139723,0.0,0.10851199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,0.0,0.00823,0.18973399999999999,0.294062,0.309344,0.005082,0.002344,0.0,0.08234,0.007437999999999999,0.034121,0.0,0.0,0.019859,0.0,0.0,0.000676,0.008,0.0,0.0,0.0,0.0,0.001629,0.0,0.0,0.0,0.0,0.0,0.0
2083,0.001348,0.28294899999999995,0.19844900000000001,0.07813300000000001,0.19889500000000002,0.03698,0.039105,0.0,0.098734,1.2e-05,0.020902,0.0,0.020047,0.014551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,0.014133000000000001,0.041785,0.284289,0.24208600000000002,0.277277,0.021491999999999997,0.000305,0.0,0.07511699999999999,0.0,0.005598,0.0,0.0,0.010237999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0
2085,3.1e-05,0.027098,0.28818,0.222742,0.283129,0.024723,0.0014060000000000001,0.0,0.047938,4e-06,0.004801,0.0,0.000129,0.066898,0.0,0.0,0.0,0.008848,0.0,0.0,0.001023,0.0,0.005871,0.0,0.0,0.0,0.0,0.0,0.0
2086,0.0,0.005559000000000001,0.20831999999999998,0.463613,0.14415999999999998,0.008105,0.132297,0.0,0.016109000000000002,0.0,0.0,0.0,0.004547,0.0070739999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006551,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.0,0.021504,0.305289,0.243961,0.317203,0.024097999999999998,0.0,0.0,0.024125,0.0,0.010133,0.0,0.0,0.039457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011344,0.0,0.0,0.0,0.0,0.0,0.0
2088,8e-06,0.021363,0.23105900000000001,0.337109,0.152426,0.0,0.09650800000000001,0.0,0.005945000000000001,0.0,0.025137,0.0,0.0,0.073055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,0.051641,0.09564099999999999,0.298691,0.228816,0.152613,0.035644999999999996,0.053570000000000007,0.0,0.014844,0.0,0.031168,0.0,0.026125,0.01048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.001199,0.079301,0.35975,0.141598,0.249719,0.05484,0.023788999999999998,0.0,0.018918,0.0,0.021062,0.0,0.0,0.049047,0.0,0.0,0.000426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,0.00031600000000000004,0.051655999999999994,0.32510500000000003,0.184406,0.190031,0.034113,0.017852,0.0,0.0,0.0,0.079938,0.0,0.003324,0.110777,0.0,0.0,0.00248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,0.0,0.022984,0.21011300000000002,0.309434,0.200344,0.017328,0.054402,0.0,0.002973,0.0,0.025008000000000002,0.0,0.039188,0.034194999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,0.011543000000000001,0.026879000000000004,0.35384,0.228352,0.23170300000000002,0.03257,0.029401999999999998,0.0,0.026188,0.0,0.0018440000000000002,0.0,0.010992,0.045988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,0.017991999999999998,0.026206999999999998,0.31860900000000003,0.19757,0.306762,0.014766,0.034648000000000005,0.0,0.018965,0.000215,0.005531,0.0007070000000000001,0.0,0.019922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025438,0.0,0.0,0.0,0.0,0.0,0.0
2095,0.028426,0.032742,0.2465,0.269094,0.297734,0.053059,0.030016,0.010242,0.026059,0.000188,8e-06,0.0,0.005535,0.000398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,0.010055,0.0,0.228527,0.321488,0.324312,0.039859,0.022074,0.001379,0.003242,8e-06,0.0,0.0,0.005734,0.032707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,0.0,0.025695,0.366191,0.11571500000000001,0.318445,0.049145,0.0024530000000000003,0.0,0.041062,0.000285,0.0,0.0,0.049391000000000004,0.014461000000000002,0.0,0.0,0.000395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,0.00014099999999999998,0.044066,0.314836,0.184605,0.290551,0.020449000000000002,0.005086,0.0,0.07828500000000001,0.0,0.001484,0.001621,0.0,0.041457,0.0,0.0,0.009285,0.0,0.0,0.0,0.00035499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,0.0035310000000000003,0.012457,0.124543,0.403117,0.19717200000000001,0.115227,0.000148,0.0,0.001484,0.0,0.0,0.004016,0.0,0.07836699999999999,0.059309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,4.7e-05,0.055121,0.277148,0.202938,0.31671900000000003,0.022926,0.039702999999999995,0.0,0.002238,0.0,0.00602,0.0,0.035273,0.027852,0.0,0.0,0.002773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,0.0,0.099207,0.349855,0.137102,0.148078,0.03468,0.0,0.0,0.083492,0.0,0.00375,0.0,0.008277,0.098789,0.0,0.0,0.0,0.000398,0.0,0.0,0.0,0.0,0.036308999999999994,0.0,0.0,0.0,0.0,0.0,0.0
2102,0.00175,0.140199,0.36291,0.059391,0.21114499999999997,0.024879,0.0,0.0,0.07357799999999999,0.0,0.013022999999999998,0.0,0.013538999999999999,0.096977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,4e-06,0.019992,0.255168,0.317027,0.313512,0.045055,0.007059,0.004055,0.016578,0.000852,0.0007070000000000001,0.0,0.0,0.018926,0.0,0.0,0.0005740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,0.007375,0.030773000000000002,0.16016,0.33616799999999997,0.311719,0.041051,0.009555,0.0,0.0,0.0,0.018289,0.0,0.0,0.038715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051909999999999994,0.0,0.0,0.0,0.0,0.0,0.0
2105,0.012582,0.094473,0.035285000000000004,0.394102,0.22344899999999998,0.000566,0.012887000000000001,0.0,0.0,0.0,0.00013700000000000002,0.0,0.039359,0.171328,0.0,0.0,0.003855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,0.002902,0.046961,0.351105,0.114863,0.30298400000000003,0.033723,0.0,0.007219,0.057258,0.0,0.0020039999999999997,0.0,0.005992,0.01757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000492,0.0,0.0,0.0,0.0,0.0,0.0
2107,0.0077069999999999994,0.061488,0.463938,0.04125,0.36693000000000003,0.026887,0.0,0.0020039999999999997,0.011445,0.0019260000000000002,0.000164,0.0,0.002816,0.003172,0.0,0.0,0.004129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057929999999999995,0.0,0.0
2108,0.019363,0.008137,0.18693800000000002,0.355348,0.302082,0.019711000000000003,0.0,0.0,0.07913300000000001,0.0,0.012523000000000001,0.0,0.016766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,0.0,0.005188,0.312715,0.20978899999999998,0.381883,0.019523,0.01484,0.0,0.023004,0.0,0.002055,0.0,0.000215,0.030788999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,0.011198999999999999,0.042977,0.390766,0.091066,0.303215,0.001523,0.089426,0.0,0.010992,0.002715,1.2e-05,0.0,0.035426,0.016141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.001027,0.027426,0.381805,0.109773,0.291188,0.02675,0.0,0.0,0.125473,0.0,0.0033159999999999995,0.0,0.0,0.028117000000000003,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.001539,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.001059,0.06775,0.340027,0.117375,0.343883,0.038641,0.0,0.0,0.009551,0.0069099999999999995,0.000773,0.0,0.047715,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.017707,0.027625,0.349535,0.140559,0.26602,0.045148,0.0035659999999999997,0.0,0.096551,0.000152,0.000195,0.0,0.016402,0.013234000000000001,0.0,0.0,0.007387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,0.009648,0.062898,0.38606599999999996,0.059426,0.312012,0.028480000000000002,0.000523,0.0,0.07282000000000001,0.0016989999999999998,0.008781,0.0,0.004762,0.02441,0.0,0.0,0.00468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,0.000691,0.065207,0.310562,0.132848,0.20615999999999998,0.132473,0.079664,0.0,0.005613,0.0,0.0,0.00043,0.00032,0.040715,0.0,0.0,0.019508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0.000156,0.070793,0.301844,0.169297,0.36998000000000003,0.047062,0.002363,0.0,0.035328,7.8e-05,0.0,0.0,7e-05,0.0,0.0,0.0,0.0030269999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,0.0,0.086996,0.393453,0.13020299999999999,0.269363,0.02302,0.0,0.0,0.013332,0.0,0.034648000000000005,0.0,0.0037189999999999996,0.038668,0.0,0.0,0.000383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,0.017582,0.027906,0.408727,0.17715999999999998,0.316879,0.016597999999999998,0.0,0.0,0.015484,0.000234,0.00148,0.0,0.001809,0.010277,0.0,0.0,0.003059,0.0,0.0,0.0,0.0,0.0,0.0016600000000000002,0.0,0.0,0.001113,0.0,0.0,0.0
2119,0.02166,0.019508,0.171793,0.372805,0.285734,0.016878999999999998,0.001531,0.0,0.07837899999999999,4.7e-05,0.019777,0.0,0.005285,0.002855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037070000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2120,0.003195,0.07859,0.453234,0.05877,0.313418,0.010012,0.0,0.0,0.041934,4e-06,0.031077999999999998,0.0,0.00044100000000000004,0.0024530000000000003,0.0,0.0,0.000152,0.00023799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,0.007984,0.12573399999999998,0.256805,0.12872999999999998,0.179047,0.029195,0.01198,0.0,0.012745999999999999,0.00025,0.152227,0.0,0.022945,0.024953,0.0,0.0,0.0017620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,0.008734,0.10240999999999999,0.28491,0.11948399999999999,0.329977,0.040555,0.0,0.0,0.018625,0.001527,0.052902,0.0,0.01898,0.012598,0.0,0.0,0.0,0.0,0.0,0.0034020000000000005,0.000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,0.015434,0.058609,0.307625,0.13156199999999998,0.317129,0.022496000000000002,0.019844,0.0,0.046766,0.004535,0.03127,0.0,0.000684,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,0.000102,0.08018,0.415688,0.052672000000000004,0.254523,0.007824,0.00041,0.0,0.095613,0.00038700000000000003,0.034035,0.0,0.013355,0.041176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012380000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2125,0.000504,0.070871,0.395758,0.07758999999999999,0.304777,0.028906,0.0,0.0,0.00893,0.0,0.035594,0.001648,0.007539,0.055711000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008074,0.0,0.0,0.0,0.0,0.0,0.0
2126,0.0,0.04227,0.176715,0.356684,0.235605,9.8e-05,0.005445,0.0,0.02166,0.0,0.10488299999999999,0.0,0.006359,0.043922,0.0,0.0,0.005961,0.0,0.0,0.0,0.0,0.0,0.000398,0.0,0.0,0.0,0.0,0.0,0.0
2127,0.0,0.010543,0.276871,0.262121,0.285379,0.045797000000000004,0.016477000000000002,0.0,0.010594,0.000281,0.001656,0.0,0.027663999999999998,0.0135,0.0,0.0,0.003922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,0.002734,0.016128999999999998,0.260102,0.262832,0.30125799999999997,0.028319999999999998,0.002363,0.0,0.01273,0.0,0.051453,0.0,0.013753999999999999,0.036746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011578,0.0,0.0,0.0,0.0,0.0,0.0
2129,0.002809,0.059652,0.25609,0.18845699999999999,0.27005500000000005,0.028839999999999998,0.01616,0.0,0.045766,0.0,0.042684,0.0,0.041562,0.0035659999999999997,1.2e-05,0.0,0.000797,0.0,0.0,0.0,0.0,0.0,0.012734,0.0,0.0,0.0,0.0,0.0,0.0
2130,0.0009960000000000001,0.010531,0.323668,0.204629,0.27373400000000003,0.0048200000000000005,0.0,0.0,0.016141,0.0,0.08844099999999999,0.0,0.000293,0.064699,0.0,0.0,0.007047,0.0,0.0,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,0.0,0.009059000000000001,0.276965,0.24219899999999997,0.251031,0.001352,0.027906,0.0,0.031246,0.000594,0.06598,0.0,0.002734,0.026175999999999998,0.0,0.0,0.0,0.0020039999999999997,0.0,0.0,0.0,0.0,0.006801000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2132,0.001035,0.0032700000000000003,0.34933200000000003,0.10428499999999999,0.326258,0.0,0.0,0.0,0.002695,0.0,0.09261699999999999,0.0,0.03402,0.019296999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000719,0.0,0.0,0.0,0.0,0.0,0.0
2133,0.007078,0.016012000000000002,0.30875,0.17211700000000002,0.32666,0.020707,0.0,0.0,0.029526999999999998,0.000676,0.047562,0.0,0.006703,0.039398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,0.0,0.017227000000000003,0.131195,0.48198,0.255316,0.022469,0.020898,0.0,0.027183999999999996,0.0,8e-06,0.0,0.016895,0.00021899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,0.008301000000000001,0.019699,0.262309,0.26677,0.293602,0.007945,0.0,0.0,0.058320000000000004,0.000117,0.045969,0.0,0.006512,0.015027,0.0,0.0,0.0,0.002801,0.0,0.0,0.0,0.0,0.004609,0.0,0.0,0.0,0.0,0.0,0.0
2136,7.8e-05,0.004652,0.251309,0.284895,0.29846500000000004,0.010633,0.0,0.0,0.079961,0.000285,0.032004000000000005,0.0,0.021406,0.015883,0.0,0.0,0.000348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,0.006762000000000001,0.028176,0.28992199999999996,0.275422,0.258527,0.044660000000000005,0.0,0.0,0.035371,0.0,0.0,0.0,0.059641,0.0,0.0,0.0,0.0015199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,0.000148,0.10706600000000001,0.29941,0.127023,0.249621,0.001039,0.0,0.0,0.147297,0.000148,0.006145,0.0,0.0,0.0,0.0,0.0,0.0,7.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,0.028426,0.011797,0.33619899999999997,0.216602,0.252504,0.0,0.0042380000000000004,0.0,0.129387,0.0,0.007898,0.0,0.0009449999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,0.0,0.09328099999999999,0.359426,0.080117,0.269414,0.000516,0.0,0.0,0.038609,0.000281,0.002934,0.000234,0.0,0.0,0.0,0.0,0.032102,0.000734,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,0.008331999999999999,0.022203,0.167094,0.32718,0.261137,0.020766,0.070875,0.0,0.011254,0.0,0.000582,0.0,0.033863,0.01091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,0.016434,0.07627,0.340773,0.13116,0.275418,0.020594,0.0010199999999999999,0.0,0.075848,0.001332,0.000859,0.0,0.0016760000000000002,0.026848,0.000449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023461000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2143,0.034719,0.042964999999999996,0.29170300000000005,0.195914,0.314723,0.038266,0.025406,0.0,0.018641,3.9e-05,0.000102,0.0,0.005535,0.0021449999999999998,0.001516,0.0,0.0020039999999999997,0.000281,0.0,0.000117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,0.04032,0.000117,0.26391,0.244285,0.26456599999999997,0.016855000000000002,0.00047999999999999996,0.0,0.084816,0.003258,0.000965,0.0,0.050714999999999996,0.025898,0.0,0.0,0.00047300000000000006,0.0,0.0,0.000824,0.0,0.0,0.002516,0.0,0.0,0.0,0.0,0.0,0.0
2145,0.031702999999999995,0.010629000000000001,0.13109,0.46014099999999997,0.251035,0.010870999999999999,0.043188,0.0,0.027504,0.0,0.0,0.0,0.0,0.030336000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035039999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2146,0.040316000000000005,0.040617,0.157828,0.322488,0.243312,0.017491999999999997,0.0018789999999999998,0.0,0.09553099999999999,4.3e-05,0.029008,0.000328,0.011729999999999999,0.024437999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0
2147,0.087746,0.074508,0.35739099999999996,0.077488,0.288387,0.044328,0.005664,0.0,0.007238,0.001539,0.017289,0.0,0.0,0.037160000000000006,0.0,0.0,0.0012619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,0.006573999999999999,0.03052,0.188711,0.33216,0.283301,0.034227,0.053809,0.0,0.027202999999999998,0.0,0.0,0.0,0.019597999999999997,0.019938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,0.003664,0.154902,0.33707800000000004,0.053578,0.39252,0.00952,0.005926,0.0,0.022953,0.000273,0.001715,8.2e-05,0.00021899999999999998,0.006640999999999999,0.0,0.0,0.007277,0.0,0.0,0.0,0.0036520000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,0.0,0.026672,0.27482399999999996,0.22230100000000003,0.367867,0.018602,0.026706999999999998,0.0,0.028648000000000003,0.0,0.029102,0.00013700000000000002,0.0,0.00035499999999999996,0.0,0.0,0.004785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,0.0,0.07511699999999999,0.239188,0.249531,0.340969,0.001574,0.03182,0.0,0.053844,0.0,0.0022890000000000002,0.0,0.004531,0.0,0.0,0.0,0.001137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,0.086422,0.004703,0.17668,0.280383,0.274336,0.083039,0.000496,0.0,0.005094,0.0,0.00027,0.0,0.082898,0.005254,0.000129,0.0,0.000297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,0.056848,0.07877,0.379371,0.052878999999999995,0.376824,0.0012699999999999999,0.0035700000000000003,0.000586,0.00968,0.001684,0.007289,0.0,0.014809000000000001,0.01027,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,0.0,0.016582,0.382008,0.095844,0.401871,0.055074,0.0,0.0,0.02502,0.00025,3.1e-05,0.0,0.006547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034340000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,0.028199000000000002,0.035926,0.18625,0.254691,0.25842600000000004,0.095137,0.010664,0.0,0.00575,7.4e-05,0.002023,0.0,0.008551000000000001,0.011105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.022734,0.00044100000000000004,0.11876600000000001,0.451445,0.277145,0.0033909999999999995,0.06340599999999999,0.0,0.0,0.0,0.0,0.0,0.00448,0.044812,0.010012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,0.0,0.0,0.167402,0.363406,0.413023,0.010906,0.020562,0.0,0.0,0.0,0.020723,0.0,0.0,0.0,0.0,0.0,0.0039770000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,0.0034409999999999996,0.072938,0.317496,0.111891,0.298223,0.07507799999999999,0.002449,0.0,0.021973,0.005535,0.00021899999999999998,0.0,0.06852000000000001,0.0011330000000000001,0.0,0.0,0.003664,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,0.0,0.0,0.025922000000000004,0.512699,0.0,0.0,0.345562,0.0,0.000148,0.0,0.0,0.0,0.0,0.001129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06
2160,0.0,0.005953,0.184301,0.36384,0.181402,0.054280999999999996,0.06046900000000001,0.0,0.0,0.0,0.0,0.0,0.014430000000000002,0.080805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,0.0,0.11866800000000001,0.336527,0.10209800000000001,0.25355500000000003,0.074598,0.007562,0.0,0.003281,0.002637,0.013609,0.000102,0.011344,0.036426,0.0,0.0,0.016906,0.005465,0.0,0.0,0.0,0.0,0.001477,0.0,0.0,0.0,0.0,0.0,0.0
2162,0.0,0.041473,0.398102,0.080207,0.429555,0.017727,0.003062,0.0006450000000000001,0.014672,0.001754,0.008,0.0,0.0,0.0,0.0,0.000469,0.000609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037270000000000003,0.0,0.0
2163,3.5e-05,0.027754,0.38105900000000004,0.13443,0.28852,0.006097999999999999,0.0,0.0,0.08182,0.001719,0.006573999999999999,0.0,0.0,0.066633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004984000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2164,0.019109,0.069543,0.386348,0.091418,0.31790999999999997,0.029387,0.0,0.0,0.016531,0.00019099999999999998,0.011012000000000001,0.0,0.003254,0.054827999999999995,0.0,0.0,0.000391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0.001004,0.08759,0.345484,0.10092999999999999,0.299371,0.031781000000000004,0.001598,0.0,0.070754,0.004156,0.003508,0.0,0.00657,0.040895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,0.0,0.06502000000000001,0.27965999999999996,0.180918,0.36296100000000003,0.000691,0.045370999999999995,0.0,0.032418,0.0,0.006402,0.0,0.000379,0.015347999999999999,0.0,0.0,0.001047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0.0,0.06542200000000001,0.324211,0.051422,0.32392600000000005,0.07077,0.018144999999999998,0.0,0.015277,0.0,0.0,0.000805,0.054477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,0.002164,0.035269999999999996,0.179324,0.263832,0.37206999999999996,0.040824,0.0,0.0,0.044976999999999996,0.000551,0.027527,0.0,0.012297,0.017664,0.0006799999999999999,0.0,0.00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,0.0,0.006706999999999999,0.311465,0.178918,0.303566,0.002629,0.0,0.0,0.04807,0.0,0.051891,0.0,0.0023120000000000003,0.048612999999999996,0.0,0.0,0.000766,0.0,0.0,0.0,0.0,0.0,0.001074,0.0,0.0,0.0,0.0,0.0,0.0
2170,0.007609,0.027663999999999998,0.398398,0.140102,0.25817199999999996,0.0,0.011969,0.0,0.10823800000000001,0.0,0.004613,0.0,0.001641,0.038984,0.0,0.0,0.0,0.002547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
