FID,angle,latitude,longitude,wall,ceiling,road,earth,building,sky,tree,sidewalk,person,car,fence,railing,signboard,bridge,minibike,grass,mountain,skyscraper,streetlight,plant,van,column,windowpane,ashcan,awning,bicycle,fountain,water,sculpture,bulletin board,lamp,chair
14500,309.1411924,22.42903312,114.2460069,0,0,0.307691,0.028641,0.171387,0.13507,0.252098,0.002484,0,0,0.049453,0,0.002773,0,0,0,0.000195,0,0,0.047453,0,0,0,0,0,0,0,0,0,0,0,0
14501,48.40713304,22.3852559,114.1883026,0.013414,0,0.39566,0.005242,0.077902,0.265816,0.068801,0.017375,0,0.002562,0.033051,0.052492,0.012539,0.007035,0,0,0,0,0.001902,0.000281,0,0,0,0,0,0,0,0,0,0,0,0
14502,275.6057674,22.40582095,114.206215,0.00166,0,0.242305,0.013641,0.05452,0.139613,0.453406,0.003168,0,0.017086,0.003133,0,0,0,0,0.001023,0.006184,0,0,0.00573,0,0,0,0,0,0,0,0,0,0,0,0
14503,68.50000666,22.3765576,114.1690667,0.003027,0,0.181773,0.058734,0.061648,0.115902,0.255559,0.023637,0.021836,0.044047,0.026766,0.092695,0,0,0,0,0,0.087145,0,0,0,0,0,0,0,0.020047,0,0,0,0,0,0
14504,287.205493,22.3786709,114.1976133,0.001188,0,0.334512,0,0.210355,0.15107,0.116246,0.04025,4.00E-06,0.032035,0.04377,1.20E-05,0.001402,0.062199,0,0,0,0,0.000566,0,0.003785,0,0,0,0,0,0,0,0,0,0,0
14505,161.9357082,22.3898423,114.2052861,4.00E-06,0,0.360422,1.20E-05,0.100781,0.240023,0.108047,0.009238,0,0.015457,0.008637,0,0,0,0,0.002805,0.0095,0.024625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14506,216.255589,22.37398343,114.1735907,0.000773,0,0.226887,0.08766,0.099395,0.104301,0.390254,0.01168,0.012102,0,0.018547,0.031625,0.005215,0.010707,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0
14507,33.79638843,22.41117765,114.2252187,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14508,311.7394971,22.38058115,114.1955897,0.003219,0,0.308484,0,0.367535,0.044641,0.067859,0.003164,6.60E-05,0.028117,0.005828,0,0.001387,0,0,0,0,0,1.20E-05,0.011734,0,0,0,0,0,0,0,0,0,0,0,0
14509,253.2656202,22.37877192,114.1600542,0.393137,0.142395,0.000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14510,222.0671821,22.3808008,114.1942763,0,0,0.395145,0.000109,0.043051,0.287328,0.183688,0.004863,0,0.014602,0.05307,0.000234,0.010227,0,0,0,0.001738,0,5.10E-05,0,0.000531,0,0,8.20E-05,0,0,0,0,0,0,0,0
14511,58.54894585,22.3997331,114.1913611,0,0,0.265148,0,0.517055,0.026754,0.024215,0.109832,0,0.048438,0,0,0.002453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14512,73.63375206,22.4189418,114.2328401,0,0,0.300777,0.009453,0.156102,0.089953,0.343477,0.028664,0,0,0,0,0.003723,0,0,0.026145,0.008289,0,6.60E-05,0.020195,0,0,0,0,0,0,0,0,0,0,0,0
14513,162.1191124,22.3697398,114.1978554,0.066449,0,0.382613,0.007574,0,0.142797,0.322785,0.060973,0,0.003211,0.002582,0.005977,0.000887,0,0,0,0.003227,0,0.000234,0.000691,0,0,0,0,0,0,0,0,0,0,0,0
14514,40.9930088,22.40376252,114.2054587,0.04459,0,0.33773,0.002496,0.009445,0.227383,0.29541,0,0,0,0.01943,0.001105,0.001461,0.002805,0,0.029734,0.027367,0,0.001043,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,236.4911032,22.36213676,114.1785133,0,0,0.422848,0.006383,0,0.144957,0.38593,0,0,0.004613,0.018793,0,8.00E-06,0,0,0.014168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,193.8099435,22.37351783,114.19563,0.00557,0,0.403195,0.041504,0,0.054832,0.259461,0.010074,0.000309,0.000664,0.00673,0.042309,0,0,0,0,0.175352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14517,8.237180394,22.3823112,114.2103114,0.136125,0,0.27775,0,0.019152,0.319023,0.124938,0,0,0.01948,0.000363,0.020211,0.000527,0.001184,0,5.50E-05,0.04543,0.032406,0.003355,0,0,0,0,0,0,0,0,0,0,0,0,0
14518,177.3584152,22.37591174,114.1962202,0.029227,0,0.259898,0,0.305738,0.082879,0.183332,0.084918,0.002457,0.030258,0.017789,0,0.000672,0.002832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14519,98.77781483,22.4218861,114.2324913,0,0,0.419102,0.003504,0.399352,0.067891,0.065785,0.014418,0,0.002816,0.005941,0,0.000387,0,0,0,0,0.018125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14520,68.50000666,22.3762514,114.1682309,0.023363,0,0.241582,0.017434,0.122465,0.105719,0.225871,0,0,0.092492,0.05534,0,0.000129,0,0,0.002879,0,0.082316,0,0.009383,0,0,0,0.00248,0,0,0,0,0,0,0,0
14521,199.3813773,22.37217755,114.1900406,0.090613,0,0.199148,0.049773,0.078266,0.161375,0.122742,0,0,0.02177,0.088324,0.001148,0,0,0,0,0.18684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14522,163.7480947,22.4285155,114.2405628,0,0,0.13441,0.187344,0.049988,0.011883,0.512301,0,0,0.0585,0,0,0,0,0,0.000336,0,0,0,0.043352,0,0,0,0,0,0,0,0,0,0,0,0
14523,251.7673803,22.37795994,114.1832657,0.044426,0,0.313082,0.002426,0.206676,0.277348,0.031703,0.002496,0,0.007941,0.031094,0.003992,0.000492,0.06134,0,0,0.008641,0,0.003234,6.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
14524,23.81912433,22.38018791,114.1864036,0,0,0.26509,0,0.133918,0.200477,0.199512,0,0,0.009621,0.163707,0,0,0.000949,0,0,0.014027,0,2.30E-05,0.004703,0.00493,0,0,0,0,0,0,0,0,0,0,0
14525,217.3267565,22.36914999,114.1731298,0.39748,0.299344,0.207039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14526,211.1122677,22.41791101,114.2126046,0,0,0.274707,0,0,0.060844,0.511852,0.084332,0.002688,0,0.034059,0,0,0,0,0.001191,0,0,0.000172,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,141.2399253,22.38172327,114.202485,0.002242,0,0.396371,0,0.248176,0.077742,0.185645,0.041066,0.002566,0.00152,0.012492,0,0.000371,0,0,0,0.008551,0,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,80.3003205,22.41417345,114.2106067,0.063562,0,0.318031,0.045285,0.133289,0.225727,0.145719,0,0,0.000227,0.041238,0,0.000812,0,0,0.025801,0,0,0.000191,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0
14529,101.3089744,22.37719017,114.2015813,0,0,0.325957,0.001992,0.06252,0.195043,0.230957,0,0,0.002383,0.115465,0.04427,0.000492,0.004891,0,0,0.009449,0,0,0.006582,0,0,0,0,0,0,0,0,0,0,0,0
14530,42.08730535,22.39961548,114.2120542,0,0,0.357156,0,0.059191,0.348492,0.097066,0,0,0.008301,0.112105,0,0.001453,0,0,0.01057,0.00075,0,0.000219,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,332.772778,22.3772049,114.2021346,0.013602,0.100363,0,0,0.385969,0.013113,0.035672,0,0,0,0,0,0,0,0,0,0,0,0,0.445305,0,0,0,0,0,0,0,0,0,0,0,0
14532,70.74564919,22.36550404,114.1837009,0,0,0.31175,0.011781,0,0.092398,0.542957,0,0,0.007531,0.031184,0.000121,0.001938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14533,130.5335629,22.38354325,114.1908119,0.009039,0,0.172707,0,0.402961,0.126219,0.030312,0.055141,0.001215,0.163938,0.02066,0,0.003359,0,0,0,0,0,0.001156,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,256.6490121,22.3786148,114.1990288,0.007246,0,0.245695,0.007016,0.018414,0.150203,0.340312,0.009977,0.003609,0.02316,0.167762,0,0.009766,0,0,0,0,0,0,0.000535,0,0,0,0,0,0,0,0,0,0,0,0
14535,70.09569596,22.43016591,114.2070126,8.00E-06,0,0.249656,0,0.405242,0.128715,0.011164,0.054027,0.000629,0.001809,0.100328,0.002266,0.00393,0.011668,0,0,5.50E-05,0,0.000125,0.005543,0,0,0,0,0,0,0,0,0,0,0,0
14536,156.6721253,22.38653875,114.2013655,0.09152,0,0.290207,0.005527,0.032504,0.174598,0.157543,0.000855,0,0,0.000328,0.018617,0.001695,0,0,0,0,0.216695,0,0.00991,0,0,0,0,0,0,0,0,0,0,0,0
14537,254.3541354,22.3767989,114.1793141,0,0,0.038523,0,0.569426,0.040508,0,0.239277,0.00257,0.028441,0.055215,0,0.00852,0,0,0,0,0,9.80E-05,0.001398,0,0,0,0.003266,0.005695,0,0,0,0,0,0,0
14538,52.6374391,22.39585437,114.2057269,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14539,75.96772146,22.3891732,114.202635,0.001828,0,0.332934,0,0.119383,0.294871,0.09873,0.018223,0,0.112672,0.017438,0,0.003922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14540,32.84425836,22.42641811,114.2057762,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,48.87961628,22.40437136,114.2060374,0.003711,0,0.196344,0.129188,0.00468,0.115141,0.476273,3.50E-05,0,0,0.069551,0.002477,0,0.002336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14542,242.6204481,22.38047514,114.2105352,0.000434,0.004723,0.329453,0.083625,0.416277,0.010949,0.045008,0.013375,0,0.008906,0.070723,0.011707,0.001363,0,0,0,4.00E-06,0,0.001785,0,0,0.001059,0,0,0,0,0,0,0,0,0,0
14543,323.9481312,22.3814143,114.2026292,0.005176,0,0.41516,0,0.24073,0.161113,0.058555,0.020434,0.005258,0.000871,0.001035,0,0.000215,0.047867,0,0,0,0.009352,0.001504,0.001117,0,0,0,0.002727,0,0,0,0,0,0,0,0
14544,41.30105918,22.3788824,114.1922797,0,0,0.337316,0.013469,0.110457,0.242059,0.199293,1.60E-05,0,0.004676,0.073582,0,0,0,0,0.000539,0,0,8.00E-06,0.00707,0,0,0,0,0,0,0,0,0,0,0,0
14545,41.83132637,22.38794298,114.2008567,0,0,0.289168,0.067605,0.101172,0.117586,0.26623,0.004023,0,0.005105,0.013477,0.011461,0,0,0,0.003418,0,0.044797,0.000613,0.044586,0,0,0,0,0,0,0,0,0,0,0,0
14546,39.65756223,22.4023048,114.2150453,0,0,0.387918,0.017613,0.006242,0.393695,0.061508,0,0,0.004344,0.031074,0.043445,0.003918,0.001016,0,0,0.035043,0,0,0,0,0,0,0,0,0,0,0.013117,0,0,0,0
14547,138.6398723,22.4278198,114.2427365,0,0,0.393031,0.020199,0.223066,0.013617,0.251617,0.013539,0.000391,0,0.06525,0,0.003637,0,0,0.001203,0,0,6.60E-05,0.011824,0.001469,0,0,0,0,0,0,0,0,0,0,0
14548,213.6100334,22.41202466,114.2250824,0.073512,0,0.198473,0.072047,0.157996,0.109734,0.230066,0.000145,0,0.036973,0.07816,0,0.007164,0.001891,0,0,0.00541,0,0.000621,0.012125,0,0,0,0,0.000812,0,0,0,0,0,0,0
14549,245.7057382,22.3694141,114.1804203,0,0,0.373562,0,0.337387,0.136871,0.063937,0.008688,3.50E-05,0.048152,0.000156,0.00057,0,0.004816,0,0,0,0,8.00E-06,0.000211,0,0,0,0,0,0,0,0,0,0,0,0
14550,39.72871371,22.37618322,114.1762424,0.223102,0.106391,0.326555,0.000254,0.104973,0.114777,0,0,0,6.60E-05,0.034527,0.007113,0,0.004031,0,0.00377,0,0,0,0,0,0,0.001543,0,0,0,0,0,0,0,0,0
14551,307.3466255,22.42588858,114.2104419,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,116.1409371,22.40580327,114.218564,0.071488,0,0.256352,0.015418,0.04632,0.325797,0.061238,0.001926,0,0.02466,0.000285,6.60E-05,0,0.036758,0,0,0.135715,0,0.000832,0,0,0,0,0,0,0,0,0.000312,0,0,0,0
14553,13.12581012,22.36916495,114.2128399,0.263211,0.142906,0.151902,0.000152,0,0.284285,0.001945,0,0,0,0,0,0,0,0,0,0.002145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,104.5069373,22.4127855,114.2221907,0.000324,0,0.340727,0,0.28834,0.106293,0.160906,0.032227,0,0,0.029883,0.000531,0.00409,0,0,0.004703,0.00043,0,0,0.018816,0,0,0,2.30E-05,0,0,0,0,0,0,0,0
14555,347.0469847,22.37835448,114.1861985,0.014898,0,0.294496,2.30E-05,0.166793,0.20716,0.103742,0.000188,0,0.070004,0.078574,0,0.007293,2.30E-05,0,0.010258,0.009344,0,0.001449,0.001977,0.005266,0,0,0,0,0,0,0,0,0,0,0
14556,76.40373895,22.3807607,114.1663388,0.021742,0,0.264137,0,0,0.023805,0.490223,0.01584,0,0.00848,0.00973,0,0.000828,0,0,0.04718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14557,239.4197858,22.40223534,114.2154289,0.005113,0,0.36684,0.003883,0.011469,0.271719,0.209504,0.00243,0,0.025156,0.088484,0.000117,0,0.000594,0,0.001023,0.013621,0,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0
14558,239.3340872,22.40289009,114.2163615,0.066113,0,0.304711,0.000332,0.016031,0.383934,0.109316,0.003496,0,0,0.025816,0.062879,0.00723,0.000465,0,0.01777,0.001301,0,0.000594,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
14559,131.5146851,22.39223818,114.2082591,0,0,0.394984,0,0.309887,0.141527,0.08648,0.004117,1.20E-05,0.037535,0.021465,0,0,0,0,0,0,0,0,0.003711,0,0,0,0,0,0,0,0,0,0,0,0
14560,56.0084634,22.34892404,114.1530277,0.015633,0,0.262254,0,0.06716,0.156148,0.417918,0.004906,0,0.004449,0.02843,0,0.006984,0,0,0.02266,0,0,4.00E-06,0.012691,0,0,0,0,0,0,0,0,0,0,0,0
14561,305.1047028,22.4278174,114.2060423,0.030277,0,0.253266,0,0.203125,0.075051,0.259129,0.052453,0,0,0.016859,0,0.001473,0,0,0.10341,0,0,0,0.002996,0,0,0,0,0,0,0,0,0,0,0,0
14562,15.99848521,22.39484236,114.2096784,0.116383,0,0.256941,2.30E-05,0.096715,0.300391,0.127965,0.08116,0,0,0,0.003789,0.000586,0,0,0.000797,0.002605,0.008348,0.002906,0.001375,0,0,0,0,0,0,0,0,0,0,0,0
14563,223.47151,22.3983024,114.1926045,0.005816,0,0.343828,0,0.500602,0.020391,0.004637,0.066277,0.002492,0.012238,0.000215,0,0.003086,0,0,0,0,0,0.000285,0.021031,0,0,0,0,0,0,0,0,0,0,0,0
14564,328.3184079,22.3997331,114.1913611,0.038285,0,0.209137,0,0.312984,0.096504,0.081875,0.087332,0,0.108359,0.030039,0,0.001035,0,0,0,0.005629,0,2.30E-05,0.028426,0,0,0,0,0,0,0,0,0,0,0,0
14565,256.1959584,22.43355188,114.2422911,0.016148,0,0.276402,0.014961,0.283238,0.184543,0.018977,0.037336,0,0.026043,0.059039,0.042609,0.009316,0.011402,0,0.002055,0,0,3.90E-05,0.008973,0,0,0,0,0,0.007277,0,0,0,0,0,0
14566,69.3329911,22.4298005,114.2479062,0.031688,0,0.365738,0,0.011324,0.329469,0.17193,0.011805,0,0,0.051703,0,0,0,0,0.004332,0,0,0,0.016035,0,0,0,0,0,0,0,0,0,0,0,0
14567,26.99603878,22.41805016,114.212751,0,0,0.189207,0.063367,0,0.089137,0.580301,0.020035,0,0,0.057242,0,0,0,0,0,0.000711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14568,358.4984118,22.3570529,114.1725883,0,0,0.213668,0.053566,0,0.235262,0.297301,2.30E-05,0,0.012164,0.010465,0.05632,0.011711,0.001102,0,5.50E-05,0.013156,0,0,0.095207,0,0,0,0,0,0,0,0,0,0,0,0
14569,235.7402293,22.4291072,114.2091704,0.005082,0,0.341684,0,0.228043,0.12975,0.168344,0.052758,0,0.011691,0.004371,0,0.002801,0,0,0.025625,0,0,0,0.029852,0,0,0,0,0,0,0,0,0,0,0,0
14570,275.0105371,22.3782982,114.1998939,0.000117,0,0.111359,0.218434,0.076949,0.041961,0.391207,0.034805,0.00066,0.011395,0.012941,0.006582,0.008332,0.000855,0,0.003715,0,0,0.001344,0.060188,0,0.000637,0,0,0,0,0,0,0,0,0,0
14571,71.09594726,22.3660613,114.1684587,0.07323,0.328207,0,0,0,0.217059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,75.87413672,22.37846526,114.1849141,0.095383,0,0.227309,0.001387,0.054008,0.120094,0.145727,0.001508,0,0.003262,0.008105,0,0.013789,0.178406,0,0.072191,0,0,0.006043,0.031031,0,0,0,0,0,0,0,0,0,0,0,0
14573,120.5823505,22.40302084,114.2243271,0.033719,0,0.255898,0.113867,0,0.00684,0.517895,0,0,0,0,0,0,0,0,0,0.071781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14574,344.7191782,22.37278961,114.1878791,0.029625,0,0.168168,0,0.179961,0.111891,0.202281,0.003582,0,0.266262,0.000605,0,0.001953,0,0,0,0,0.02532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14575,53.28441501,22.41441832,114.2119796,0.043141,0,0.246941,0.01534,0.00652,0.234512,0.192441,0.081434,0,0,0.063402,0.05484,0.027625,0,0,0.000312,0.027992,0,0.001203,0,0,0,0,0,0,0,0,0,0,0,0,0
14576,36.50935614,22.40611792,114.2221469,0.019363,0,0.28957,0,0.04327,0.183578,0.239219,0.005148,0,0.018207,0.086527,0,0.009922,0,0,0.088406,0.002949,0,0,0.003047,0,0,0,0,0,0,0,0,0,0,0,0
14577,279.7071262,22.37760517,114.2014261,0.167301,0.005102,0.228473,0.009129,0.17698,0.138434,0.088043,0.00198,0,0.008516,0.008496,0,0.014312,0.083098,0,0.001203,0,0,0.00066,0.061707,0,0.003305,0,0,1.20E-05,0,0,0,0,0,0,0
14578,143.4514081,22.35444732,114.1751058,0.434629,0.267234,0.231844,0.010383,0,0,0,0,0,0.001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14579,259.855923,22.36837478,114.1811781,0.035957,0,0.352844,0,0.173871,0.091543,0.216531,0.063176,0.002539,0.002234,0.011387,0,0.002309,0,0,4.00E-06,0,0,9.80E-05,0.00509,0,0,0,0,0,0.000109,0,0,0,0,0,0
14580,251.6814243,22.38138713,114.16938,8.60E-05,0,0.361105,0.011902,0.001445,0.189488,0.351043,0.007738,0,0.00309,0.05168,0.001445,0.000387,0,0,0.007609,0.009762,0,0.001992,0,0,0,0,0,0,0,0,0,0,0,0,0
14581,124.2653297,22.42276595,114.2305841,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14582,351.2562709,22.3936586,114.2092273,0.036277,0,0.302777,0.007254,0.250617,0.257551,0.04448,0.003828,0,0.000867,0.035457,0.01516,0.011125,0.008785,0,0,0.000883,0.000117,0,0.024766,0,0,0,0,0,0,0,0,0,0,0,0
14583,37.23959416,22.4282294,114.2085676,3.90E-05,0,0.282379,0,0.098332,0.185949,0.235215,0.017363,0,0.009832,0.000199,0,0,0,0,0.046695,0,0,0,0.123871,0.000125,0,0,0,0,0,0,0,0,0,0,0
14584,13.12581012,22.36509651,114.2118199,0.063133,0.174559,0.098273,0.188648,0,0.311203,0.019203,0,0,0,0,0,0,0,0,0,0.020145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14585,99.18071208,22.42564983,114.205885,0,0,0.247027,0.001023,0,0.077297,0.504027,0.0675,0,0.000598,0.00627,0,0,0.030973,0,0.017145,0,0,0,0.048066,0,0,0,0,0,0,0,0,0,0,0,0
14586,132.9954379,22.38778536,114.1945297,0,0,0.311781,0.000652,0.444289,0.135234,0.00232,0.039629,0.00382,0.007258,0.037875,0.005082,0.01052,0,0,0,0,0,0.000996,6.20E-05,0,0,0,0,0,0,0,0,0,0,0,0
14587,42.48678044,22.41566414,114.2297531,0,0,0.268852,0.101926,0.037766,0.178797,0.358438,0.031457,0.000812,0.00607,0.002684,0,0.000652,0,0,0.010066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14588,52.31962524,22.37713999,114.194665,0,0,0.250215,0,0.287598,0.183934,0.064758,0.065336,0,0.091191,0.044977,0,0,0,0,0,0,0,4.30E-05,0,0.01175,0,0,0,0,0,0,0,0,0,0,0
14589,112.9869606,22.41491418,114.2270469,0.003191,0,0.329223,0.005945,0.016699,0.078914,0.407633,0.000812,0,0.000801,0.066512,0,0.000555,0,0,0.03473,0.014992,0,0,0.002875,0,0,0,0,0,0,0,0,0,0,0,0
14590,349.0605523,22.3852694,114.201366,0,0,0.232297,0.094867,0.080125,0.095859,0.343484,0.000828,0,0,0.14693,0,0.00534,0,0,7.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14591,223.8638388,22.37568263,114.1982673,0,0,0.347543,0.00875,0.047098,0.172613,0.333559,0,0,0.002742,0.042297,0,0,0,0,0.000758,0.039141,0,0.001441,0,0,0,0,0,0,0,0,0,0,0,0,0
14592,310.4649905,22.38038658,114.1758561,0.00682,0,0.308574,0.000637,0.118832,0.031746,0.411316,0.049906,0,0,0.005113,0,0,0,0,0.05425,0,0.009684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14593,136.1051789,22.38296676,114.2049668,6.60E-05,0,0.383895,0,0.397016,0.075199,0.004852,0.039305,0.001422,0.001188,0.010184,0,0,0,0,0,0.006344,0.016414,0,0,0,0,0,0.003801,0,0,0,0,0,0,0,0
14594,42.92530456,22.36035627,114.1762899,0.026516,0,0.297699,0.004,0.001871,0.181641,0.331375,0,0,0.045637,0.033277,0,0,0,0,0,0.077984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14595,143.4514081,22.35109089,114.1777806,0.409914,0.274793,0.169859,0.105789,0,0,0,0,0,0.004605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14596,25.53405062,22.394801,114.1995554,7.40E-05,0,0.416074,0,0.273973,0.198285,0.062875,0.008957,0,0.006023,0.010859,0.00284,0,0,0,0.001199,0,0,0,0.000406,0,0,0,0,0,0,0,0,0,0,0,0
14597,313.662052,22.38447456,114.2080595,0,0,0.340117,8.60E-05,0.234223,0.184895,0.10857,0.023816,0.001371,1.60E-05,0,0.040008,0,0.000629,0,0.029426,0.000832,0,0,0,0.000703,0,0,0.001027,0,0,0,0,0,0,0,0
14598,261.5495828,22.40341793,114.2047592,0.076633,0,0.288941,0.000195,0.056965,0.239344,0.083617,0.034363,0,0.013793,0.024051,0.001934,0.032785,0,0,0,0.038633,0.10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14599,13.09054193,22.36158692,114.1635417,0.349914,0.330516,0.258332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14600,165.2817895,22.37961933,114.1880773,0.000676,0,0.322133,0,0.179066,0.164164,0.189898,0.081766,0.003355,0.003223,0.009125,1.20E-05,0.001734,0,0,0.00034,0,0,0.0005,0.009723,0,0,0,0,0,0,0,0,0,0,0,0
14601,194.5143144,22.39354048,114.1992136,0.002895,0,0.284301,0.080762,0.051012,0.17316,0.12618,0,0,0.003617,0.10907,0,0.09943,0.041312,0,0,0,0,0,0.027324,0,0.000938,0,0,0,0,0,0,0,0,0,0
14602,72.80636352,22.4282167,114.2440719,0,0.010551,0.296895,0,0.568777,0,0,0.06807,0,0,0,0.038148,0.008215,0,0,0,0,0,0.00048,0.00632,0,0,0,0,0,0,0,0,0,0,0,0
14603,43.36723137,22.4089741,114.2086648,0.033926,0,0.291129,0,0.040418,0.290387,0.167344,0.098625,0.001617,0.032914,0,0,0.004777,0,0,0.012422,0,0,0.000395,0.026047,0,0,0,0,0,0,0,0,0,0,0,0
14604,14.01941091,22.3829919,114.2011984,0,0,0.366055,0.002445,0.037922,0.120609,0.400082,0,0,0.006055,0.054176,0.005617,0.00377,5.90E-05,0,0,0,0.002898,0.000312,0,0,0,0,0,0,0,0,0,0,0,0,0
14605,138.282738,22.3833497,114.2102944,0,0,0.304633,0.008113,0.003574,0.145984,0.12148,0.001699,0.00052,0,0.109781,0,0.01182,0.283992,0,0.002938,0,0,0.004426,0,0,0,0,0,0,0,0,0.001039,0,0,0,0
14606,169.6767377,22.37067534,114.1848736,0.013836,0,0.348184,0.001402,0.073738,0.085773,0.350586,0.022469,0,0,0.025125,0.009594,0,0,0,0,0.011859,0,0.000383,0.021551,0,0,0,0,0,0,0,0,0,0,0,0
14607,29.0910606,22.429133,114.2089788,0,0,0.355332,0,0.161633,0.289426,0.073199,0.032227,0,0.007789,0.003574,0,0.000535,0,0,0.030043,0,0,0,0.008453,0,0,0,0,0,0,0,0,0,0,0,0
14608,312.3051898,22.42306991,114.2114849,0.023035,0,0.241559,0.023398,0.022438,0.217832,0.316898,0.002012,0,0,0.002988,0.00507,0,0,0,0.134402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14609,11.13518288,22.41843109,114.2129274,0.001008,0,0.155816,0.014195,0,0.203148,0.323188,0,0,0.001633,0.253566,0,5.10E-05,0,0,0.002445,0,0,0.006773,0,0,0,0,0,0,0,0,0,0,0,0,0
14610,119.2697931,22.3796428,114.2080877,0.015965,0,0.414512,0.001348,0,0.008465,0.444582,0.012012,0.00157,0.067363,0.029891,0.001461,0,0,0,0,0,0,0.001398,0.001367,0,0,0,0,0,0,0,0,0,0,0,0
14611,187.9244463,22.3745587,114.175892,0.002387,0,0.165109,0,0.699203,0.081078,0.035406,0.016816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14612,222.2556684,22.3779949,114.1915861,0.014211,0,0.310395,0.02373,0.08709,0.201309,0.219613,0.003176,0,0.000879,0.057039,0.071355,0,0.005328,0,0,0,0.000805,0.00507,0,0,0,0,0,0,0,0,0,0,0,0,0
14613,140.7467658,22.41054959,114.2110667,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14614,144.0102578,22.4104086,114.2127098,0,0,0.388926,0.027504,0.145266,0.185922,0.140441,0.012754,0,0,0.022414,0,0.004832,0.062777,0,0.009164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14615,204.9382167,22.38220119,114.2114893,0.012902,0,0.29198,0.000656,0.007398,0.276293,0.274984,0,0,0,0.063355,0.054727,0,0,0,0,0.014246,0,0.002734,0,0,0,0,0,0,0,0,0,0,0,0,0
14616,316.0166196,22.39435754,114.1969732,0.07184,0,0.285758,0.033266,0.210164,0.203695,0.089957,0.004859,0,0.007012,0.068988,0.001457,0,0,0,0,0.001082,0,0,0.021922,0,0,0,0,0,0,0,0,0,0,0,0
