FID,angle,latitude,longitude,wall,ceiling,road,earth,building,sky,tree,sidewalk,person,car,fence,railing,signboard,bridge,minibike,grass,mountain,skyscraper,streetlight,plant,van,column,windowpane,ashcan,awning,bicycle,fountain,water,sculpture,bulletin board,lamp,chair
14251,25.4593871,22.42292472,114.22496,0.022766,0,0,0,0.186027,0.238074,0.059016,0.344008,0,0,0,0.029527,0.000227,0,0,0,0.027082,0.000328,0.000363,0.039746,0,0.001414,0,0,0,0,0,0,0,0,0,0
14252,312.4443168,22.39222786,114.1930038,0.014957,0,0.330055,0,0.064574,0.160043,0.281328,0.008102,0.000516,0.10116,0.009434,0.003199,0,0,0,2.70E-05,0,0.019277,0.000691,0,0.001352,0,0,0,0,0,0,0,0,0,0,0
14253,66.30178606,22.37660974,114.185917,0.222184,0.220742,0,0,0,0,0,0,0,0,0,0.009453,0.057223,0,0,0,0,0,0,0,0,0.003473,0.017723,0,0,0,0,0,0,0,0.000168,0
14254,204.0585702,22.41329156,114.2138667,0.021816,0,0.304156,0,0.042543,0.364781,0.14223,0.00075,0,0,0.003867,0,0.00748,0,0,0.051773,0.010672,0,0,0.04993,0,0,0,0,0,0,0,0,0,0,0,0
14255,254.7023146,22.37726423,114.1788436,0.004223,0.004824,0.361062,0,0.46132,0.010332,0.036469,0.026141,0.001164,0,0.000699,0.031332,6.60E-05,0.009676,0,0,0,0,0,0.040164,0.000863,0.000738,0,0,0,0,0,0,0,0,0,0
14256,143.4514081,22.35310476,114.1761757,0.40725,0.283141,0.161461,0.097926,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0.001078,0,0,0,0,0,0,0,0,0,0,0
14257,114.3489641,22.38033452,114.1946336,0.000152,0,0.186738,0,0.294797,0.145203,0.070176,0.007645,0.001137,0.202629,0.055582,0,0.001484,0,0,0.000211,0.001766,0,8.20E-05,0.000824,1.60E-05,0,0,0,0,0,0,0,0,0,0,0
14258,228.3625918,22.36999707,114.1882877,0.116758,0,0.390676,0,0.081012,0.091914,0.279242,0.000887,0,0.02357,0.012965,0.000691,0,0,0,0,0,0,0,0.000328,0,0,0,0,0,0,0,0,0,0,0,0
14259,224.451308,22.38294046,114.2041349,0,0,0.28066,0.037074,0.343035,0.10725,0.110355,0.024457,0,0.005375,0.015559,0,0.003191,0,0,0,0,0,1.60E-05,0.073027,0,0,0,0,0,0,0,0,0,0,0,0
14260,349.9268285,22.42024733,114.2368004,0.000262,0,0.396406,0.004727,0.011848,0.049523,0.48,0.001414,0.000422,0,0.045391,0,0.000348,0,0,0,0,0.00959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14261,99.1345094,22.4140956,114.2129668,0.517344,0.179441,0.235301,0,0.011305,0.000109,0,0.035848,0,0,0,0.00059,0,0,0,0,0,0,0,0.018961,0,0,0,0,0,0,0,0,0,0,0,0
14262,212.3422973,22.40006601,114.200948,0.008531,0,0.371926,0.006797,0.208082,0.124164,0.169234,0.024148,0.000852,0.009305,0.047602,0.006906,0.003637,0,0,0,0,0,0,0.017371,0.000105,0,0,0,2.70E-05,0,0,0,0,0,0,0
14263,161.0978537,22.39059958,114.1988834,0.087723,0,0.291645,0.016594,0.147762,0.311938,0.117527,0.00116,0,0.020305,0.00223,0.000617,0,0,0,0,0.001086,0,0.001414,0,0,0,0,0,0,0,0,0,0,0,0,0
14264,41.80935426,22.36795126,114.1716908,0.235867,0.089023,0.315043,0.048363,0.098684,0.064777,0.060965,1.60E-05,0,0,0.002367,0.000539,0,0,0,7.40E-05,0,0.042789,0,0.00557,0,0,0.035922,0,0,0,0,0,0,0,0,0
14265,9.877035091,22.4195004,114.2261908,0.061969,0,0.335582,0,0.288457,0.077867,0.147887,0.000539,0,0.002051,0.001922,0.004586,0,0,0,0.006406,0,0.038332,0.000676,0.024605,0,0,0,0,0,0,0,0,0,0,0,0
14266,56.32888224,22.42408255,114.2289985,0,0,0.387395,0,0.359328,0.041812,0.145793,0.019098,0,0.00682,0.017281,0.001863,0,0.01507,0,0,0,0,0,0.00316,0,0.000703,0,0,0,0,0,0,0,0,0,0
14267,184.426889,22.381038,114.2110575,0.014816,0,0.357398,0.042414,0,0.066422,0.465414,0,0,0.002277,0.025941,0.002844,0.012574,0.006082,0,0.003816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14268,141.5098598,22.42933076,114.2092757,0.017836,0,0.277711,0,0.289879,0.111016,0.119555,0.013035,0,0.012395,0.008293,0.005215,8.00E-06,0,0,0.070289,0,0,0,0.015762,0,0,0,0,0,0,0,0,0,0,0,0
14269,330.8626224,22.3725982,114.1820898,0.009727,0,0.042883,0.005023,0.131379,0.277945,0.152566,0.183246,0,0.058469,0.029,0.001863,0.040809,0.012,0,0.000703,0.004426,0,0.000945,0,0,0,0.033664,0,0,0,0,0,0,0,0,0
14270,67.03011857,22.38126955,114.1792674,0.014926,0,0.283395,0.010055,0.251246,0.077953,0.215859,0.041352,0,0,0.040441,0.000453,0,0,0,0.029832,0,0,0,0.021199,0,0,0,0,0,0.013289,0,0,0,0,0,0
14271,351.4220112,22.39563231,114.2180213,0,0,0.222117,0.097988,0.046445,0.175031,0.379754,0,0,0.02716,0.031363,0,0,0,0,0.00877,0.00984,0,0,0,0,0,0,0,0,0,0,0.000426,0,0,0,0
14272,303.4328659,22.42608654,114.2071933,0.027309,0,0.37793,0.000828,0.086227,0.222668,0.142211,0.000238,0,0.003199,0.138559,0,0,0,0,0,0,0,0.000781,0,0,0,0,0,0,0,0,0,0,0,0,0
14273,134.8744114,22.388868,114.2034343,0,0,0.27302,0,0.251055,0.173594,0.122543,0.106355,0.000125,0.000934,0.001961,0.021266,0.001211,0,0,0.016793,0.002898,0.006121,0.009562,0.012434,0,0,0,0,0,0,0,0,0,0,0,0
14274,72.95729895,22.3787122,114.1860369,0.001086,0,0.338809,0,0.247562,0.161004,0.106695,0.000461,0,0.005871,0.043379,0,0,0.000473,0,0,0,0,0.00257,0.003219,0.01168,0,0,0,0,0,0,0,0,0,0,0
14275,28.04424527,22.37212608,114.1897195,0.07718,0,0.189031,0,0.012316,0.273973,0.339449,0.005934,0,0.000246,0.002562,0.000629,0.000125,0.095965,0,0,0.001566,0,0,0.001023,0,0,0,0,0,0,0,0,0,0,0,0
14276,65.97919497,22.38966785,114.2040055,0.016961,0,0.293312,0.013621,0.281812,0.162703,0.064133,0.015168,0,0.00998,0.015926,0.086879,0,0.014082,0,0,0.00416,0.020727,0,0.000535,0,0,0,0,0,0,0,0,0,0,0,0
14277,53.68272553,22.38036897,114.206707,0.003488,0,0.284711,0,0.233824,0.204398,0.059922,0.01923,0,0.069504,0.008371,0.063461,0,0.002055,0,0,0.004824,0.025996,0,0.017754,0,0,0,0,0,0,0,0,0,0,0,0
14278,52.65208002,22.41296402,114.2257874,0.000191,0,0.390262,0.018855,0.10166,0.298484,0.075832,0.000434,0,0.012633,0.060297,0,0,0,0,0,0.041336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14279,297.369847,22.38716656,114.2103403,0,0,0.315152,0,0.459766,0.091773,0.000133,0.019789,0.001777,0.001398,0.026285,0,0,0,0,0,0,0,0,0.006523,0,0,0,0.00043,0,0,0,0,0,0,0,0
14280,15.88459494,22.40881667,114.2116865,0,0.019473,0.348906,0.048629,0.017766,0.296023,0.149406,0,0,0.079734,0.004387,0,0.004074,0.018586,0,0,0.000891,0,0.001285,0,0,0,0,0,0,0,0,0,0,0,0,0
14281,221.0166012,22.37924626,114.1927765,0.018785,0,0.32527,0.029387,0.101316,0.22623,0.196855,0.014605,0.0005,0.002473,0.030434,0.049125,0,0,0,0.002977,0.001312,0,9.40E-05,0.000637,0,0,0,0,0,0,0,0,0,0,0,0
14282,305.4515469,22.37634754,114.1974401,0.002723,0,0.185555,0.012047,0.277387,0.196336,0.169457,0.074668,0,0.032016,0.028016,0,0,0,0,0,0,0,0.001473,0.00516,0,0,0,0,0,0,0,0,0,0,0,0
14283,30.11919727,22.39763383,114.1772784,0.001141,0,0.202125,0.02068,0,0.011914,0.57891,0,0.002543,0,0.000664,0,0,0,0,0,0,0,0,0.043023,0,0,0,0.000984,0,0,0,0,0,0,0,0.001246
14284,100.6372671,22.37668972,114.1465858,0.375082,0.303242,0.041523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14285,163.6353711,22.4266382,114.2338148,0,0,0.321914,0,0.162828,0.132102,0.142586,0.090598,0.001328,0.004266,0,0,0.003293,0,0,0.00275,0,0.102965,0.000469,0.014117,0.000555,0,0,0,0,0.000246,0,0,0,0,0,0
14286,224.8493396,22.38189617,114.2090857,0.001148,0,0.287969,0.000395,0.212199,0.143941,0.166535,0.011996,0,0.089867,0.018445,0.031734,0.001629,0.026414,0,0.002699,0,0,0.004035,0.000312,0,0,0,0,0,0,0,0,0,0,0,0
14287,301.8722273,22.41918621,114.2021489,0.008898,0,0.221074,0.180805,0.164531,0.203039,0.008605,0,0.002719,0.090039,0.004715,0,0.000188,0,0,0.03318,0,0,0,0.080504,0,0,0,0,0,0,0,0,0,0,0,0
14288,179.5635741,22.3719618,114.1730812,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14289,236.3551762,22.4147879,114.2294945,0.001699,0,0.307562,0.019965,0.238141,0.222828,0.144344,0.003508,0,0.036984,0.002344,5.10E-05,0.001195,0,0,0.010684,0,0,0.001691,0.000469,0,0.002953,0.000805,0,0,0,0,0,0,0,0,0
14290,95.41781758,22.3742232,114.1852714,0,0,0.339074,0,0.288223,0.117258,0.134422,0.084777,0.001719,0.008875,0,0.023379,0,0,0,0,0,0,0.001516,0.000555,0,0,0,0.000105,0,0,0,0,0,0,0,0
14291,78.704005,22.41844438,114.2284639,0,0,0,0,0,0.998758,0,0,0,0,0,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14292,41.69707058,22.40855996,114.2123158,0.000121,0,0.254563,0.096156,0.107594,0.279207,0.154562,0.001426,0.000215,0.002363,0.052508,0,0,0,0,0.001555,0,0,0,0.049078,0.000613,0,0,0,0,0,0,0,0,0,0,0
14293,342.6759823,22.4233511,114.2139546,0.006492,0,0.363844,0,0.208207,0.192992,0.147379,0.037852,0.000148,0.00368,0.032949,0.002336,0.000812,0,0,0,0,0,0.002641,0,0.000352,0,0,0,0,0,0,0,0,0,0,0
14294,324.7432171,22.3741163,114.1765698,0,0,0.410422,0,0.093207,0.119469,0.246781,0.032508,0.000199,0.019309,0.002219,0,0.055188,0.003031,0,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
14295,216.9022077,22.42871315,114.2088101,0.001539,0,0.239836,0,0.223125,0.091262,0.220035,0.067375,0,0.009398,0.000164,0,6.60E-05,0,0,0.019891,0,0,0,0.121844,0,0,0,0,0,0,0,0,0,0,0,0
14296,189.5268792,22.40470671,114.2183698,0.093406,0,0.259957,0.026348,4.00E-06,0.277277,0.097531,0,0,0.00452,0.015191,0.01802,0.001176,0.146879,0,0.000754,0.058785,0,0,0.000152,0,0,0,0,0,0,0,0,0,0,0,0
14297,337.9106597,22.3732328,114.1854859,0,0,0.371133,0.004973,0.094184,0.174371,0.22752,0.01068,0.000133,0.003402,0.034734,0.009461,0,0.050668,0,0.010238,0.004332,0,0,0,0.002414,0,0,0,0,0,0,0,0,0,0,0
14298,210.5060253,22.39603233,114.2004484,0,0,0.267402,0.040559,0.309324,0.08143,0.077008,0.002211,0,0.003133,0.196262,0,0,0,0,0.000453,0,0,0,0,0.013398,0,0,0,0,0,0,0,0,0,0,0
14299,312.5996941,22.40051659,114.1981163,0.036707,0,0.452383,0.002031,0.145664,0.040102,0.244734,0.021789,0,0,0,0.05659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14300,48.02785311,22.40685532,114.2103601,0.039797,0,0.348699,0.045672,0,0.268797,0.086707,0,0,0.039184,0.009801,0.002879,0.041254,0.116371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,348.0744075,22.42049642,114.2137437,0.022777,0,0.419262,0,0.021828,0.317641,0.141805,0.00116,0,0.011941,0.04659,0,0,0,0,2.30E-05,0,0,0.000277,0.013211,0,0,0,0,0,0,0,0,0,0,0,0
14302,100.463121,22.40435722,114.2207591,0.007418,0,0.305602,0.028102,0.070641,0.256609,0.122156,0.014785,0.001637,0.010176,0.100188,0,0.022773,0,0,0,0.059184,0,0.000199,5.50E-05,0,0,0,0,0.000324,0,0,0,0,0,0,0
14303,201.5892858,22.35891163,114.2096914,0.013707,0,0.064062,0.016211,0,0.118141,0.090727,0,0,0,0.004629,0,0.003664,0,0,0.000746,0.234504,0,0,0.334695,0,0,0,0,0,0,0,0.002625,0,0,0,0
14304,277.3702792,22.40450609,114.2072393,0.068656,0,0.39398,2.70E-05,0.02393,0.263074,0.155637,0.030129,0,0.010051,0.004031,0,0.001164,0,0,0.037926,0,0,4.30E-05,0.001203,0,0,0,0,0,0,0,0,0,0,0,0
14305,73.1159532,22.38014669,114.1636166,0.32323,0.331285,0.000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14306,323.4417373,22.35447627,114.1744256,0.34718,0.262316,0.121176,0.264281,0,0,0,0,0.000641,0.000363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14307,251.6222491,22.37773366,114.1832055,0.088668,0,0.184859,0,0.418688,0.044207,0.025578,0,0,0.003438,0.003426,0.005715,0,0.144766,0,0,0.000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14308,3.080440207,22.42358642,114.2007921,0.001645,0,0.145855,0,0.042711,0.112648,0.465172,0.07002,0,0.000262,0.062848,0.005996,0,0.000227,0,0.069418,0.010066,0,0.003664,0,0,0,0,0,0,0,0,0,0,0,0,0
14309,68.73571156,22.4122916,114.2131548,0.003348,0,0.273227,0.003289,0.010195,0.223668,0.26452,0.000148,0,0,0.007461,4.00E-06,0.001168,0.000664,0,0.066945,0.022465,0,0.003293,0.083977,0,0,0,0,0,0,0,0,0,0,0,0
14310,123.3426841,22.42798621,114.2059106,0.012266,0,0.262922,5.90E-05,0.21375,0.173785,0.129641,0.157797,0,0.004773,0.01123,0.000141,0.001859,0,0,0.001469,0,0,0.007293,0.021973,0,0,0,0,0,0,0,0,0,0,0,0
14311,168.2816203,22.3796529,114.2103879,0.05902,0,0.403492,0.003453,0.000594,0.117805,0.301801,0.012828,0,0.005895,0.005957,0,0.03018,0.002406,0,0.003055,0.02123,0,0,0.032285,0,0,0,0,0,0,0,0,0,0,0,0
14312,171.4996498,22.36295734,114.1694788,0.020047,0,0.094027,0.025062,0.079742,0.210512,0.379547,0,0,0,0.047582,0.010695,0,0.011684,0,0,0.121102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14313,1.474178368,22.3718063,114.1962643,0.061105,0,0,0,0.257668,0.030172,0.282977,0.11332,0.002211,0,0.081473,0,0.013918,0,0,0.043543,0,0,0,0.113613,0,0,0,0,0,0,0,0,0,0,0,0
14314,49.43593191,22.3463214,114.1471738,0,0,0.395113,0.000473,0.417176,0.12907,0.007738,0.000883,0,0.028684,0.01223,0,0.000707,0,0,0.003961,0,0,0,0.003965,0,0,0,0,0,0,0,0,0,0,0,0
14315,108.5535342,22.42956791,114.245252,0.239883,0,0.307938,0.000445,0.002504,0.038996,0.073277,0,0,0.000738,2.30E-05,0.006383,0.003164,0.326648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14316,292.7305541,22.3676038,114.174465,0.006406,0,0.237773,0,0.188082,0.188328,0.115352,0.023531,0.003238,0.194223,0.024746,0,0.003223,0.009227,0,1.20E-05,0.005574,0,0,0.000285,0,0,0,0,0,0,0,0,0,0,0,0
14317,158.9574858,22.39923352,114.2281531,0.026195,0,0.29773,0.12409,0,0.026504,0.464207,0.001117,0,0,0,0,0,0,0,0,0.013805,0,0,0.006785,0,0,0,0,0,0,0,0,0,0,0,0
14318,233.9372988,22.37519254,114.1975268,0,0,0.446332,0,0.044859,0.181777,0.128789,0,0,0.005145,0.01416,0,0,0,0,0,0.172605,0,8.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
14319,18.80806842,22.3963849,114.2100601,0.133047,0,0.245012,0,0.023086,0.363664,0.153062,0.002543,0,0.004531,0.014234,0,0,0,0,0.003332,0,0,0,0.056641,0.000211,0,0,0,0,0,0,0,0,0,0,0
14320,134.6182434,22.38537558,114.2072617,0,0,0.280664,0,0.201418,0.077379,0.272449,0.09582,0.003688,0.001441,0.046242,0.001945,0,0,0,1.20E-05,0.00407,0,0.000125,0.007715,0,0,0,0,0,0,0,0,0,0,0,0
14321,310.0308367,22.3876387,114.1937788,0,0,0.292512,0,0.461449,0.029844,0.069406,0.080383,0.001707,0.017602,0.022598,0,0.005703,0,0,4.00E-06,0.014594,0,0,0.004199,0,0,0,0,0,0,0,0,0,0,0,0
14322,40.63727216,22.37581602,114.1981396,0.001359,0,0.383605,0.032797,0.009348,0.263141,0.249055,8.00E-06,0,0.002621,0.00052,0.038621,0.005527,0.000797,0,0,0.012371,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0
14323,240.9866792,22.35873651,114.1743934,0,0,0.332094,0.007746,0.050055,0.180461,0.28384,0.039895,0.000402,0.009852,0.035012,0,0,0,0,0,0,0,0.000238,0.014785,0,0,0,0,0,0,0,0,0,0,0,0
14324,104.7158851,22.3868015,114.2010514,0.010297,0.000238,0.226191,0,0.4845,0.023402,0.038184,0.000449,0,0.045125,0.11784,0.013035,0.00098,0,0,0.005715,0,0,0,0.034043,0,0,0,0,0,0,0,0,0,0,0,0
14325,204.5838836,22.3851081,114.1883177,0.031609,0.00691,0.240891,0,0.168312,0.19057,0.13418,0.139668,0.009469,0.011801,4.30E-05,0.002918,0.002781,0,0,0.000777,0,0,0.000422,0.0225,0.000379,0,0,0,0,0,0,0,0,0,0,0
14326,334.5481417,22.40786261,114.1997304,0.118914,0,0.084746,0.073977,0.036523,0.091598,0.382906,0.003359,0,0.135973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14327,59.24100595,22.37302702,114.1908317,0.040062,0,0.243188,0.139625,0,0.05209,0.500211,0.000129,0.002945,0.001824,0.000223,0.005945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14328,179.6985566,22.39263453,114.2097971,0.006605,0,0.258777,0.030883,0.103305,0.132285,0.345004,0,0,0.005887,0.078312,0,0,0.004203,0,0,0,0.034738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14329,356.551953,22.38049221,114.2101902,0.051582,0,0.255426,0.032152,0.069988,0.270492,0.226461,0,0,0.026367,0.011516,0.022754,0.006758,0,0,0.000312,0.020695,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0
14330,222.0671821,22.37987051,114.1933735,0.02657,0,0.306719,0.00984,0.059918,0.177512,0.278172,0.002859,0,0.002039,0.026539,0.044164,0,0,0,0.01025,0.001832,0,0,0.035309,0,0,0,0,0,0,0,0,0,0,0,0
14331,128.0396516,22.4193008,114.2266381,0.105203,0,0.182348,0,0.199254,0.172852,0.273,0.005727,0,0.027703,0,0.016766,0,0,0,0,0.015809,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14332,179.8801754,22.40944167,114.2115254,0,0,0.296133,0.098816,0.001586,0.26073,0.260289,0,0,0.004973,0.002703,0,0.003711,0.000336,0,0.008395,0.062242,0,8.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
14333,101.1475282,22.37364408,114.173307,0.014492,0,0.203867,0,0.01266,0.18075,0.413996,0.058887,0,0.021559,0.013098,0,0.003891,0,0,0,0,0.065285,0.000227,0.001855,0,0,0,0.000715,0,0,0,0,0,0,0,0
14334,20.26216379,22.37320179,114.1750461,0.129469,0.120785,0.347301,0,0.136449,0.221605,0.020234,0.001336,0.000348,0.007926,0.000895,0.001902,0.002609,0,0,0.001594,0.002766,0,0.000375,0,0.001625,0.002781,0,0,0,0,0,0,0,0,0,0
14335,144.6983116,22.40862651,114.2050142,0.045867,0,0.249793,0.004742,0.220992,0.192891,0.087969,0.021367,0,0,0.018883,0,0,0,0,0.061957,0.018266,0,8.00E-06,0.022742,0,0,0,0.008723,0,0,0,0,0,0,0,0
14336,23.5775395,22.39591111,114.2105932,0,0,0.207504,0.123293,0.00048,0.200215,0.418832,0,0,0,0.04959,0,2.30E-05,6.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14337,49.01845888,22.3779574,114.191128,0.000828,0,0.332551,0.001684,0.096516,0.208297,0.225191,0,0,0.011219,0.104656,0,0.004758,0,0,0.014246,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
14338,168.635508,22.3982884,114.1905604,0,0,0.238594,0,0.632871,0.042789,0,0.037656,0,0.024,0.007129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14339,301.9761208,22.41320105,114.2029723,0.013809,0,0.36559,0,0.095152,0.084145,0.119605,0.052605,0,0,0.032254,0,0.011191,0,0,0,0.090398,0,0.000281,0.133379,0,0,0,0,0,0,0,0,0,0,0,0
14340,331.4260568,22.3735567,114.1812126,0,0,0.235234,0.04777,0.119031,0.015531,0.171816,0.098648,0.001855,0.004855,0.036746,0,0.00652,0.235059,0,0,0,0,0.009469,0,0.003852,0,0,0,0,0,0.009438,0,0.000121,0,0,0
14341,15.78259501,22.4183525,114.2321343,0.005426,0,0.293688,0.08309,0.079402,0.146668,0.26277,0.008059,0,0.00402,0.079559,0,0,0,0,0,0,0.036414,0.000145,0.000762,0,0,0,0,0,0,0,0,0,0,0,0
14342,303.1766299,22.38203365,114.1748465,0.011656,0,0.345332,0.012277,0,0.065078,0.279262,0.000188,0,0.000254,0.005832,0.000516,0.005352,0,0,0,0.002242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14343,136.8830486,22.418869,114.2088222,0.000402,0,0.244953,0.067113,0.069391,0.154074,0.379352,0.038758,0,0,0.00909,0.014953,0.009078,0,0,0.001359,0,0,0.001473,0.010004,0,0,0,0,0,0,0,0,0,0,0,0
14344,125.702249,22.42846112,114.2051719,8.00E-06,0,0.341645,0,0.245551,0.146293,0.157164,0.040281,0,0.003582,0.018688,0,2.30E-05,0,0,0.023117,0.001688,0,0.000246,0.021406,0,0,0,7.80E-05,0,0,0,0,0,0,0,0
14345,335.0592343,22.3663633,114.176573,0.021781,0,0.399504,0,0.129477,0.111492,0.142621,0.006863,0,0.000762,0.024957,0,0,0,0,0,0,0.124914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14346,142.2976606,22.3871551,114.1999805,0,0,0.40568,0,0.198098,0.145105,0.101621,0.020473,0.000172,0.017902,0.016762,0.003254,0.016809,0,0,0,0,0.067859,0.001035,0,0,0,0,0,0,0,0,0,0,0,0,0
14347,115.2486098,22.42506086,114.2086072,0,0,0.140629,0.011895,0,0.036691,0.585953,0.002051,0,0,0.01791,0,0,0,0,0.140918,0,0,0.004199,0.000637,0,0,0,0,0,0,0,0,0,0,0,0
14348,41.17100285,22.40635485,114.2105195,0,0,0.34027,0.089,0.003707,0.108453,0.401203,0.002262,0,0.001613,0.023828,0,0,0.011824,0,0.001855,0,0,0,0.003176,0.001871,0,0,0,0,0,0,0,0,0,0,0
14349,208.2518887,22.371436,114.1896278,0.165332,0,0.358949,0.005203,0.087148,0.180938,0.195594,0.000895,0,0,0.00016,0,0.000473,0.000598,0,1.20E-05,0.001602,0,0.000559,0.002531,0,0,0,0,0,0,0,0,0,0,0,0
14350,73.1159532,22.3790548,114.1597484,0.411168,0.274664,0.132109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14351,143.4514081,22.34941265,114.179118,0.377441,0.323625,0.000555,5.10E-05,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14352,83.68234397,22.3623796,114.1703774,0.004309,0,0.292543,0.023914,0.307344,0.144477,0.074527,0.008531,0,0.006074,0.098578,0.006219,0.000957,0,0,0.006945,0,0,0.00023,0.02268,0.000777,0,0,0,0,0,0,0,0,0,0,0
14353,41.96925996,22.3867619,114.1999016,0,0,0.208457,0.011727,0.171352,0.26059,0.035285,0,0,0.026418,0.032938,0,0,0,0,0,0,0.048902,0.000105,0,0,0,0.009852,0,0,0,0,0,0,0,0,0
14354,41.79324135,22.41592419,114.2301812,0,0,0.269199,0.148535,0.001246,0.057332,0.476023,0,0,0.009566,0.010695,0,0,0,0,0.005625,0,0,6.20E-05,0.016293,0.000477,0,0,0,0,0,0,0,0,0,0,0
14355,160.6629905,22.3759811,114.1868195,0.00216,0,0.265707,0,0.23173,0.154496,0.121094,0.072797,0,0.000344,0.083375,0,0,0,0,0.003781,0.029473,0,0,0.007043,0,0,0,0.002289,0,0,0,0,0,0,0,0
14356,82.08606765,22.39482834,114.2097035,0.055371,0,0.393766,0,0,0.278492,0.243176,0.004652,0,0.001277,0.000969,0.01509,0.000832,0,0,0,0.002715,0,0.001961,0,0,0,0,0,0,0,0,0,0,0,0,0
14357,346.9570022,22.37942545,114.1872669,0.001238,0,0.392395,0,0.49318,0.035223,0,0.018328,0.001594,0.024371,0.024328,0,0.007508,0,0.001281,0,0,0,0,0,0,0,0,0,0,0.000555,0,0,0,0,0,0
14358,46.53475188,22.4102687,114.2128814,0.043121,0,0.143953,0.069578,0.118715,0.103895,0.357621,0.06157,0,0,0.026285,0.044203,0.010418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14359,54.54626642,22.4278504,114.2432436,0,0,0.367938,0,0.39348,0.003402,0.137121,0.054488,0.005609,0.003988,0.017152,0,0.001469,0,0,8.00E-06,0,0,0.000133,0.001312,0.007547,0,0,1.60E-05,0,0,0,0,0,0,0,0
14360,38.38660018,22.36963029,114.1877777,0,0,0.333145,0,0.12093,0.220547,0.230023,0,0,0.037266,0.036516,0.00182,0.003355,0.004086,0,0,0.012312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14361,68.99405672,22.36619948,114.1688826,0.015809,0,0.341992,0.001742,0.011824,0.262215,0.313,0.00273,0,0.000645,0.016777,0,0.001098,0,0,0.003316,0,0,0,0.004082,0,0,0,0,0,0,0,0,0,0,0,0
14362,190.6921465,22.41077839,114.2122984,0.034656,0,0.345625,0.001617,0.127672,0.223371,0.14093,0.024297,0,0.007309,0.033672,0.000395,1.20E-05,0,0,0.036926,0.00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14363,203.4461423,22.3832513,114.1805781,0,0,0,0.00582,0,0.15648,0.539184,0,0,0.020465,0,0,0,0,0,0,0.000809,0,0,0.1955,0,0,0,0,0,0,0,0,0,0,0,0
14364,311.3025334,22.38371262,114.189715,0.075012,0,0.312527,0,0.27907,0.092473,0.087188,0.008949,0.001258,0.103777,0.000133,0,0.004996,0,0,0,0.030105,0,0.000137,0.003668,0,0,0,0,0,0,0,0,0,0,0,0
14365,157.4882398,22.3673715,114.1762127,9.00E-05,0,0.371094,0,0.300562,0.169031,0.075586,0.058836,0,0.006273,0.005305,0.000441,0,0,0,0.000758,0.001117,0,0.000664,0.008254,0,0,0,0.001797,0,0,0,0,0,0,0,0
14366,5.381873369,22.38149609,114.2111768,2.70E-05,0,0.326035,0.008691,0.065641,0.113766,0.42532,0,0,0,0.029055,0.002531,0,0,0,0.012004,0.00709,0.000559,0,0.000684,0,0,0,0,0,0,0,0,0,0,0,0
